Screen Name,Name,Description,URL,Location,Time Zone,Number of Tweets,Followers Count,Following ,Listed
@JoshuaBaer,Joshua Baer,I help people quit their jobs and become entrepreneurs @CapitalFactory @UTAustin @WPEngine @PostUpDigital @Pingboard @TexasTribune @EF_Fellows @AspenInstitute,https://t.co/HViM1YTJqh,"Austin, Texas",Central Time (US & Canada),56804,27769,1566,1548
@bwertz,Boris Wertz,"Entrepreneur @abebooks turned investor @versiononevc. Husband and father of 4. Lover of soccer, travel, and food.",http://t.co/uDcCz7nGOj,West Coast,Pacific Time (US & Canada),9723,13878,1093,891
@typesfast,Ryan Petersen,"CEO of http://t.co/nMwbrceaLQ and previously co-founder of http://t.co/z3ULIPnLdp. Cal, Columbia, Y Combinator alum",,"San Francisco, CA",,7663,2597,1307,101
@JoshuaKushner,Joshua Kushner,,,,Eastern Time (US & Canada),111,21349,84,365
@daviddavidw,David Wu,"David Wu, entrepreneur, angel, partner at @Maveron - Consumer-Only Venture Capital, BOD @AugustSmartLock @DarbySmart, @Eargo, bass player, Mississippi rafter.",http://t.co/Zvf6s3mzXx,"San Francisco, CA",Pacific Time (US & Canada),1659,8347,2321,293
@ganeumann,Jerry Neumann,"Hacker, backer, slacker",http://t.co/hkTCU6EJ0z,NYC and surrounding country,Eastern Time (US & Canada),7946,6121,1277,364
@vkhosla,Vinod Khosla,entrepreneurship zealot,http://t.co/2PPD7IC9Yq,,Pacific Time (US & Canada),3819,483328,271,6906
@tglocer,tom glocer,,http://t.co/HKPeXeiC9A,nyc,Indiana (East),341,3349,147,120
@jeff,Jeff Clavier,"Founder of SoftTech VC, one of the original micro-VC firms. Invested in 170+ startups. Dad of 2, wino, skier, diver, happily living in Palo Alto&Kirkwood.",http://t.co/5lg9ROlHDp,"Palo Alto, CA",Pacific Time (US & Canada),11460,86866,271,3414
@eyalg,eyal gura,"Father , Husband , entrepreneur  ( Zebra Medical Vision, picscout , picapp , giftsproject) , Investor  ( Pitango VC) , Faculty (Zell IDC ) , WEF YGL 2014",http://t.co/W4tuJkztZp,SF,Pacific Time (US & Canada),1441,1478,581,78
@lawrencelenihan,Lawrence Lenihan,Co-founder and Co-CEO of Resonance; Chairman of Norisol Ferrari LLC,http://t.co/84vWKMQHPE,NYC,Eastern Time (US & Canada),836,2899,400,157
@ahtih,Ahti Heinla,"Co-founder of Starship, creating local delivery robots. Founding engineer of Skype. In 2008, mobilised 3% of population to clean Estonia's forests in a day.",http://t.co/mQqyIcCamF,Tallinn,Tallinn,40,670,183,22
@omarh,Omar Hamoui,"Partner @sequoia, Founder & CEO @admob",http://t.co/1xw0z5P7NX,"Bay Area, CA",Pacific Time (US & Canada),316,3891,38,201
@smrdch,Simon Murdoch,,,"London, UK",Casablanca,155,807,132,58
@davidcohen,David Cohen,Founder and Managing Partner at @Techstars. Investor in hundreds of Amazing Startups. Geeky to the bone.,http://t.co/5GgeLAge9Q,"Boulder, CO",Mountain Time (US & Canada),10420,135780,375,3550
@karlmehta,Karl Mehta,"http://t.co/nasVGqZear ; Founder/CEO @edcast, Code For India. ex- @playspan (acq. @visa), @WhiteHouse PIF, @menloventures; Passionate abt improving 1B+ lives.",http://t.co/UNdNTh5qzx,Silicon Valley,Pacific Time (US & Canada),3199,6061,649,196
@jeffreyjclarke,Jeff Clarke,"Based in San Francisco and Rochester, NY",,,Pacific Time (US & Canada),1109,846,413,32
@pbricault,paul bricault,"co-founder Amplify LA, Venture Partner at Greycroft Partners, angel investor, and ex media guy",,"Venice, CA",Pacific Time (US & Canada),239,5670,579,230
@Panopto,Panopto,"All-in-one video capture and management software. Record presentations & lectures, webcast events, and build an organizational YouTube – all from your laptop.",http://t.co/vBdcMGjZXG,Global,Pacific Time (US & Canada),4077,1418,734,233
@stan_chudnovsky,stan chudnovsky,,,,,264,1548,155,147
@chrija,Christoph Janz,"Internet entrepreneur turned #saas investor. Partner at @pointninecap. Investor in @zendesk, @geckoboard, @chartmogul, @vendhq, @algolia, @typeform,...",http://t.co/bEItXRxY0k,Germany & San Francisco,Berlin,7159,14475,7217,764
@arachleff,Andy Rachleff,"Co-founder & Executive Chairman @Wealthfront, Lecturer @StanfordBiz, Co-founder @Benchmark Capital",http://t.co/AFudsbjllS,"Palo Alto, CA",Pacific Time (US & Canada),1760,8974,54,394
@paulsingh,Paul Singh,"Dad. Entrepreneur. Speaker. Investor. Airstreamer. Past: Founder @disruptioncorp (acq by @1776), Partner @500Startups, EIR at USCIS / DHS.",https://t.co/0WhouCiVD7,"DC and 35,000 feet",Eastern Time (US & Canada),9971,125026,3706,1160
@sharpshoot,Sumon Sadhu,"Founder. International Investor. @urxtech, @benchling, @padlet @mobiusmotors @zestyapp @abacus @cleartax_in @chaldal Oxford/YC Alum. Synthetic Biologist",http://t.co/4XPg9kgqa7,"iPhone: 32.799923,-117.246719",Pacific Time (US & Canada),6142,2151,1115,115
@ericw,Eric Wahlforss,Founder SoundCloud + Artist @forssmusic,http://t.co/dgnQ2z6nmi,"Berlin, Germany",Berlin,3011,8571,1002,364
@nihalmehta,nihal mehta,"mobile entrepreneur, investor, advisor, and friend. GP @eniacvc, founder @m1summit. husband to @reshmasaujani, dad to @babyshaan & @stanleythepuppy!",https://t.co/ATpIs0BloB,NYC/SF,Quito,22708,12536,1999,618
@jasonfinger,Jason Finger,,,,,7,382,8,20
@samshank,Sam Shank,CEO @HotelTonight. Family man. Working to make the world a more spontaneous place.,https://t.co/WN833geYhm,"San Francisco, CA",Pacific Time (US & Canada),1946,19088,400,355
@lessin,sam lessin,"Founder at @finexploration, Intern at @theinformation. Partner at @slow. Former VP Product @facebook. Founder @dropio back in the day. SF, NYC, SKIS, KITES.",https://t.co/g42lN0Qkx7,"San Francisco, CA",Eastern Time (US & Canada),2108,8250,164,442
@rsanghvi,Ruchi Sanghvi,"Dropbox VP of Ops, First female engineer @facebook launching News Feed, Platform, Connect, Social Plugins. Advisor, investor, badass",https://t.co/EXHZ4vtEPR,"San Francisco, CA",Pacific Time (US & Canada),56,11772,26,284
@SchambachSays,Stephan Schambach,"Serial #Entrepreneur, Founder of @NewStoreInc, Demandware & Intershop",http://t.co/Iczv6GzCBf,"Boston, MA",Eastern Time (US & Canada),160,303,300,7
@yeeguy,Yee Lee,i loves me some internets,https://t.co/2ps6YJMcl1,"San Francisco, CA, USA",Pacific Time (US & Canada),1378,2666,607,240
@RobGlaser,Rob Glaser,"Founder & CEO, RealNetworks; President, RealNetworks Foundation; Trustee, Glaser Progress Foundation",,"Seattle, WA, USA",,4460,5547,238,320
@SaeedAmidi,SaeedAmidi,"Founder & CEO of @PlugandPlayTC | Partner @ Amidzad | Investor in @PayPal, @DropBox, @LendingClub | Serial Entrepreneur | #Plugin",http://t.co/u84PmcG6yq,Silicon Valley,,140,1046,122,46
@AndySack,Andy Sack,"My bag o' thoughts: About entrepreneurship, venture capital, parenthood, and the world in general.",http://t.co/1snxpvYfVy,Seattle,Pacific Time (US & Canada),3374,8542,629,580
@jamesonh,Jameson Hsu,"Mochi Media and Pieceable Founder, food lover, avid traveler, gamer, UFC fan, and total geek",https://t.co/U2DhgA7NIm,San Francisco,Pacific Time (US & Canada),102,2014,99,66
@bokelley,Brian O'Kelley,CEO of AppNexus,http://t.co/Seih2JLCml,Manhattan,Eastern Time (US & Canada),1190,11602,331,340
@thulme,Tom Hulme,"General Partner @GoogleVentures. Founder & Board Director @OpenIDEO & @OIEngine, Advisor @IDEO. Serial entrepreneur & enthusiast. YGL of WEF.",http://t.co/4Eta2nfxCi,London,London,5451,29399,979,1468
@alokebajpai,Aloke Bajpai,"CEO @ixigo Dream, Experiment, Travel",https://t.co/biaho8U9MI,"Gurgaon, India",,4233,2975,471,79
@lmaugustin,Larry Augustin,"CEO SugarCRM; Investor/board member Appcelerator, DotNetNuke; Formerly JBoss, XenSource, SpringSource, Pentaho, DeviceVM, Compiere, Fonality, VA Linux, others.",http://t.co/33JQBQs7wq,"Silicon Valley, CA",Pacific Time (US & Canada),3655,10459,2011,266
@chrisyeh,Chris Yeh,"Entrepreneur, Investor, Writer, Dad.",http://t.co/dxSkD6t8gv,"Palo Alto, CA",Pacific Time (US & Canada),7933,11048,1675,810
@RajanAnandan,Rajan Anandan,"Googler, Angel Investor",,South East Asia,,3040,29690,261,438
@stuartpeterson2,stuart peterson,"VC: @ArtisVentures, BOD: @Stemcentrx, @IDbyDNAinc, @Cohesity, @Omicia, @SFMOMA, Former: @NimbleStorage",http://t.co/dyz9Jq2CVv,"San Francisco, CA",Pacific Time (US & Canada),61,511,158,19
@hadip,Hadi Partovi,"Founder, http://t.co/32TV1MLhCN. Entrepreneur, startup advisor/investor.",http://t.co/RbVQU4wiIy,,Pacific Time (US & Canada),2214,11918,318,430
@alexanderwelch,Alex Welch,"CEO of a startup, Founder of Photobucket, Entrepreneur and angel investor. Semi-Pro race car driver (means I do it for a hobby :).",,"Cherry Hills Village, CO",Mountain Time (US & Canada),240,712,344,34
@paigecraig,paigecraig,"VC @ArenaVC investing in amazing people; former Marine. Thing Big, Execute Small",https://t.co/3zLMjXE7ca,"Los Angeles, CA USA",Pacific Time (US & Canada),8317,12219,1728,725
@rbpasker,bob pasker,http://t.co/y0jhdcvu,http://t.co/nzFdgDgOBS,,Eastern Time (US & Canada),2211,1274,516,125
@samiinkinen,Sami Inkinen,Changing health care. Co-Founder @Trulia. Obsessed Data Geek. 8h24min Ironman & Triathlon world champ (ag). Rower: https://t.co/b9isvZMOtx,http://t.co/rvLHXgN6Qd,"San Francisco, CA",Pacific Time (US & Canada),963,5472,356,220
@scooterbraun,Scooter Braun,Family and friends are everything. I live life and try and smile as much as possible. Inspire the world to try!!,http://t.co/HG7HT9Vyb9,The WORLD ,Eastern Time (US & Canada),28166,4052783,2837,16753
@brianspaly,Brian Spaly,"founder/CEO at Trunk Club, founder of Bonobos, getting closer to real life Al Bundy each year. tigers/wings/michigan fan. wearing eton shirts",http://t.co/TK20Tx62Sq,Chicago,Quito,353,3943,151,119
@pkedrosky,Paul Kedrosky,Investor in curious things (at https://t.co/4OpzXAzaoU). Lapsed golf course maintenance guy. Previously enigmatic.,https://t.co/Oc9VtTK5yS,Probably away s̶k̶i̶i̶n̶g̶ mtn biking ,Pacific Time (US & Canada),40174,314248,396,5384
@dspector,Dave Spector,"entrepreneur; former @sequoia vc; early angel & board mem in numerous cool co's (Jet, August, Shyp, Checkr); cert SEL pilot; rookie dad; lesser half @heidizaks",,"San Francisco, CA",Eastern Time (US & Canada),3479,4234,1422,111
@willherman,Will Herman,,http://t.co/zXfiZ5B4cU,Boston,Eastern Time (US & Canada),1761,1619,192,80
@billboebel,Bill Boebel,CEO & founder of Pingboard. The modern company directory.,https://t.co/ZxjO39pFLG,"Austin, TX",Central Time (US & Canada),1869,3331,49,257
@tydanco,Ty Danco,"Techstars Boston, Vermonter, and long suffering Cleveland sports fan.",http://t.co/fqnwf0iKQF,"Burlington, VT",Eastern Time (US & Canada),5009,3523,1179,194
@ThomasDLehrman,Thomas D. Lehrman,"Husband, Dad, American, Entrepreneur, Investor",,,,23,112,76,2
@fodor,Marek Fodor,Entrepreneur (https://t.co/aiaXrGu3JL) and investor (https://t.co/d6hlHUbFgt). Husband and father. The best is yet to come.,http://t.co/jTKVmV1fR1,"Barcelona, Spain",Pacific Time (US & Canada),6757,10271,183,694
@brezina,Matt Brezina,"Co-founder @sincerely Previously founded @xobni  Student of urban planning, architecture, landscape arch, piano, trumpet, sailing & kiting.",http://t.co/S8MxdMkBEZ,San Francisco,Pacific Time (US & Canada),9326,5910,589,348
@adrianaoun,Adrian Aoun,"Special Projects @Google / @AIphabetinc, Founder/CEO of @Wavii (acquired by Google). Angel Investor.",http://t.co/htjIkvPbIR,,Pacific Time (US & Canada),830,1431,844,57
@seats,Jason Seats,"Partner, Techstars",http://t.co/PsDMIMudBX,Austin,Central Time (US & Canada),1471,4683,1093,291
@reidhoffman,Reid Hoffman,Entrepreneur. Investor. Strategist.,http://t.co/WLRaP3gfz3,new world of work,Pacific Time (US & Canada),1265,364527,522,7895
@levitmc,Michael Levit,"Sailer, skier, optimist, and global soul with Internet addiction.Mktg and BD time served for good behavior at Bluelight, AOL, Accenture, and Alibaba (Vendio)",http://t.co/pEznjgQYw9,"Mill Valley, CA",Pacific Time (US & Canada),397,601,271,37
@kevinrose,Kevin Rose,"Builder of internet things. Tech investor. HODINKEE. Advisor to @GoogleVentures, Harlan Estate, Tony Hawk Foundation. Husband of @summertomato.",https://t.co/gLPzwNzPPj,"New York, NY",Pacific Time (US & Canada),10825,1607011,585,28614
@christine_tsai,Christine Tsai,Founding Partner @500Startups. Ex-@Google @YouTube. Ballet dancer. Owner of @nickeythepug. Vices = boba tea & baked goods. Left handed. We Are @Warriors,https://t.co/BJa9RCvpxc,"Silicon Valley, CA",Pacific Time (US & Canada),3935,9744,1849,565
@jives,John Ives,Active angel investor and adviser to data center infrastructure startups. find me on rebelmouse http://t.co/cSMLtV71rX,http://t.co/CehjFw7Xy3,,Mountain Time (US & Canada),3480,825,225,69
@ilyasu,Ilya Sukhar,"Full-time exploring. Part-time @ycombinator. Formerly: Founder, CEO @ParseIt (acq. by FB)",http://t.co/pY0gmkomo0,"San Francisco, CA",,4338,10953,1071,305
@richardyoo,Richard Yoo,"Richard Yoo - Rackspace, ServerBeach, Hush Labs, Start-up Mentoring",http://t.co/XmIsbTPZCg,"Houston, TX",Central Time (US & Canada),1818,1439,117,49
@LonChow,Lon Chow,Venture and Angel investor,https://t.co/X5t7tNwdmr,Chicago,Central Time (US & Canada),182,2051,373,122
@esaverin,Eduardo Saverin,"Official Twitter: Facebook Co-Founder
& Investor",http://t.co/gN1Y3lunP6,United States,Singapore,110,13005,918,291
@changds,David Chang,Entrepreneur (5 startups/acquisitions) & angel investor (~40 startups). EiR at Harvard Business School. Recently led @PayPal Boston & co-founded @StartTank.,https://t.co/Ns7PJjvGuG,"Boston, MA",Eastern Time (US & Canada),7120,5699,3954,297
@jimpatterson,Jim Patterson,"Entrepreneur & Product Executive. Founder @Cotap, CPO @Yammer.",http://t.co/H6yoGIt1Ju,San Francisco,Pacific Time (US & Canada),981,1721,808,113
@MParekh,Michael Parekh,Investor & Partner in Tech-driven Business Resets. Founded Goldman Sachs Internet Research Franchise in 1994.,,LAX SFO NYC,Pacific Time (US & Canada),18332,17833,9518,986
@biz,Biz Stone,"Co-founder Twitter, Medium, and now Co-founder and CEO of https://t.co/r8cfF8q2u5",https://t.co/Z0lDe7sSrF,"San Francisco, CA",Pacific Time (US & Canada),6251,2749035,697,21215
@jeff_jordan,Jeff Jordan,"Tech investor at a16z, proud father, sports fan, outdoors nut.",http://t.co/MeDrXRDGrM,Silicon Valley,Pacific Time (US & Canada),1164,18826,162,724
@bmason,Bob Mason,Amplifying founders' impact via @P11. Making the world a little more awesome through @AwesomeFound.,http://t.co/0SuzTO5zyA,"Boston, MA",Eastern Time (US & Canada),1886,1499,541,88
